NumberOfGroups, Error, EmptyGroups, EmptyPercentage, NonEmptyGroups, group
2,4.933691692342656,0,0.0,2,............ 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
3,5.602997249137154,0,0.0,3,............ 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2
4,5.796372287331399,0,0.0,4,............ 2 2 2 2 2 2 3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1 2 2 2 2 2 2 2 2 2 2 2
5,5.002618655197911,0,0.0,5,............ 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 2 2 1 2 2 2 2 2 2 2 1 2 2 2
6,5.515675742612662,0,0.0,6,............ 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 2 2 3 2 2 2 2 2 2 2 1 2 2 2
7,4.890892406043605,0,0.0,7,............ 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 1 2 2 2 1 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 6 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 6 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 5 2 2 5 2 2 1 2 1 1 2 3 2 2 2
8,2.8095308552881537,0,0.0,8,............ 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 1 2 2 2 1 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 6 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 6 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 5 2 2 5 2 2 1 2 1 1 2 3 2 2 2
9,2.8411529563105105,0,0.0,9,............ 2 2 2 2 2 2 8 2 2 2 2 2 2 2 2 2 3 2 2 2 1 2 2 2 1 2 2 2 2 2 2 2 2 2 1 2 2 2 2 1 2 2 2 2 2 2 2 2 2 0 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 6 2 2 1 2 2 2 2 2 2 2 2 2 1 2 2 1 2 2 1 6 2 2 5 2 2 1 2 1 1 2 3 2 2 2
10,3.4000701670073328,0,0.0,10,............ 2 2 2 2 2 2 9 2 2 2 2 2 2 2 2 2 3 2 2 2 1 2 2 2 3 2 2 2 2 2 2 2 2 2 1 2 2 1 2 1 2 2 2 2 2 2 2 2 2 0 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 1 2 2 2 2 2 2 2 2 2 1 2 2 1 2 2 1 6 2 2 6 2 2 1 2 1 1 2 5 2 2 2
11,3.2327252499736585,0,0.0,11,............ 2 2 2 2 2 2 9 2 2 2 2 2 1 2 2 2 3 2 2 2 3 2 2 2 3 2 2 2 2 2 2 2 2 2 1 2 2 1 2 1 2 2 2 2 2 2 2 2 2 10 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 10 2 2 1 2 2 2 2 2 2 2 2 2 1 2 2 1 2 2 1 0 2 2 6 2 2 1 2 1 3 2 5 2 2 2
12,3.0848617017157753,0,0.0,12,............ 2 2 2 2 2 2 9 2 2 2 2 2 1 2 2 2 5 2 2 2 3 2 2 2 5 2 2 2 2 2 2 1 2 2 1 2 2 1 2 3 2 2 2 2 2 2 1 2 2 10 1 1 2 2 2 2 2 2 2 2 2 2 1 2 2 10 2 2 1 2 2 2 2 2 2 2 2 2 3 2 2 1 2 2 1 11 1 2 0 2 2 3 2 3 3 2 6 2 1 2
13,2.9186806954594227,0,0.0,13,............ 2 2 2 2 2 2 9 2 2 2 2 2 1 2 2 2 6 2 2 2 5 2 2 2 5 2 2 2 2 2 2 1 2 2 3 2 2 1 2 3 2 2 2 2 2 2 1 2 2 10 1 3 2 2 2 2 2 2 2 2 2 2 1 2 2 10 2 2 3 2 2 2 1 2 2 2 2 2 3 2 2 3 2 2 3 11 1 2 0 2 2 3 1 3 5 2 12 2 1 2
14,2.791844823903038,0,0.0,14,............ 2 2 2 2 2 2 8 2 2 1 1 2 3 2 2 2 6 2 2 2 5 2 2 2 6 2 2 2 2 2 2 1 2 2 3 2 2 3 2 5 2 2 2 2 2 2 1 2 2 9 1 3 2 2 2 2 1 2 2 2 2 2 1 2 2 9 2 2 3 2 1 1 1 2 2 2 2 2 5 2 2 3 2 2 3 10 1 2 11 2 2 5 1 5 5 2 0 1 1 1
15,2.651023831498038,0,0.0,15,............ 2 1 2 2 2 2 4 2 1 1 1 2 5 1 2 2 12 2 2 2 6 2 2 2 12 2 2 2 2 2 2 3 2 1 5 2 2 5 2 6 2 2 2 2 2 2 3 2 2 8 3 5 2 2 2 2 1 2 2 2 2 2 3 2 2 8 2 2 5 1 1 1 3 2 2 2 2 2 6 2 2 5 1 2 5 9 3 2 10 2 2 6 3 6 6 2 11 1 3 1
16,2.5106351529472946,0,0.0,16,............ 2 3 2 2 2 1 13 2 3 3 3 2 6 3 2 2 0 2 2 2 12 2 2 2 0 2 2 2 1 2 2 5 2 3 6 2 1 6 2 12 1 1 2 1 2 2 5 2 2 4 5 6 2 2 2 2 3 2 2 2 1 2 5 2 2 4 2 1 6 3 3 3 5 2 2 2 2 2 12 2 2 6 3 2 6 8 5 2 9 2 2 12 5 12 12 1 10 3 5 3
17,2.468834250207329,0,0.0,17,............ 2 3 2 2 1 1 14 2 3 3 3 2 6 3 1 2 11 2 2 2 0 1 2 2 11 2 2 2 1 2 2 5 2 3 12 2 1 6 2 12 1 1 2 1 2 2 5 2 2 13 5 6 2 2 2 2 3 2 1 2 1 2 5 2 2 13 2 1 6 3 3 3 5 2 1 2 2 1 12 2 1 6 3 2 6 4 5 2 8 2 2 12 5 12 0 1 9 3 5 3
18,2.349747000553807,0,0.0,18,............ 2 5 2 2 1 1 17 2 5 5 5 2 12 5 1 2 10 2 2 2 11 1 2 2 10 2 2 2 3 2 2 6 2 5 0 2 3 12 2 0 1 1 2 3 2 2 6 2 2 14 6 12 2 2 2 2 5 2 1 2 3 2 6 2 2 14 2 3 12 5 5 5 6 2 1 2 2 1 0 2 1 12 5 2 12 13 6 2 4 2 2 0 6 0 11 3 8 5 6 5
19,2.271000545341483,0,0.0,19,............ 2 6 2 2 1 3 15 2 6 6 6 2 0 6 1 2 9 2 2 2 10 1 2 2 9 2 2 2 5 2 2 12 2 6 11 2 5 0 2 11 3 3 2 5 2 2 12 2 2 17 12 0 2 2 2 2 6 2 1 2 5 2 12 2 2 17 2 5 0 6 6 6 12 2 1 2 2 1 11 2 1 0 6 2 0 14 12 2 13 2 2 11 12 11 10 5 4 6 12 6
20,2.213040678175027,0,0.0,20,............ 2 6 2 2 1 3 15 2 6 6 6 2 0 6 1 2 19 2 2 2 9 1 2 2 9 2 2 2 5 2 2 12 2 6 11 2 5 0 2 10 3 3 2 5 2 2 0 2 2 17 12 11 2 2 2 2 6 2 1 2 5 2 12 2 2 17 2 5 11 6 6 6 12 2 1 2 2 1 10 2 1 11 6 2 11 14 12 2 13 2 2 10 12 10 9 5 4 6 0 6
21,2.1310176992906316,0,0.0,21,............ 2 6 2 2 1 3 15 2 6 12 12 2 11 6 1 2 8 2 2 2 19 1 2 2 19 2 2 2 5 2 2 0 2 6 10 2 5 11 2 9 3 3 2 5 2 2 11 2 2 17 0 10 2 2 2 2 12 2 1 2 5 2 0 2 2 17 2 5 10 6 12 12 0 2 1 2 2 1 9 2 1 10 6 2 10 20 0 2 14 2 2 9 0 9 19 5 13 12 11 12
22,2.044602827845853,0,0.0,22,............ 2 12 2 2 1 3 7 2 12 0 0 2 10 12 1 2 4 2 2 2 8 1 2 2 8 2 2 2 5 2 2 11 2 12 9 2 5 10 2 19 3 3 2 6 2 2 10 2 2 15 11 9 2 2 2 2 0 2 1 2 5 2 11 2 2 15 2 5 9 12 0 0 11 2 1 2 2 1 19 2 1 9 12 2 9 17 11 2 20 2 2 19 11 19 8 5 14 0 10 0
23,1.9772857983050218,0,0.0,23,............ 2 0 2 2 1 3 7 2 0 11 11 2 9 0 1 2 13 2 2 2 4 1 2 2 4 2 2 2 5 2 2 10 2 0 19 2 5 9 2 8 3 3 2 6 2 2 9 2 2 15 10 19 2 2 2 2 11 2 1 2 5 2 10 2 2 15 2 5 19 0 11 11 10 2 1 2 2 1 8 2 1 19 0 2 19 17 10 2 22 2 2 8 10 8 4 5 20 11 9 11
24,1.9230855839790963,0,0.0,24,............ 2 0 2 2 1 3 7 2 0 11 11 2 19 0 1 2 14 2 2 2 13 1 2 2 13 2 2 2 5 2 2 9 2 0 8 2 5 19 2 4 3 3 2 6 2 2 9 2 2 15 9 8 2 2 2 2 10 2 1 2 5 2 9 2 2 15 2 5 8 0 10 11 9 2 1 2 2 1 4 2 1 8 0 2 8 23 9 2 17 2 2 4 9 4 13 5 22 10 19 10
25,1.8757719868292062,0,0.0,25,............ 2 0 2 2 1 3 7 2 11 10 10 2 19 0 1 2 14 2 2 2 13 1 2 2 13 2 2 2 5 2 2 24 2 11 8 2 5 19 2 4 3 3 2 6 2 2 24 2 2 15 24 8 2 2 2 2 10 2 1 2 5 2 24 2 2 15 2 5 8 0 10 11 24 2 1 2 2 1 4 2 1 8 0 2 8 23 24 2 17 2 2 4 24 4 13 5 22 10 24 10
26,1.8449239317843256,0,0.0,26,............ 2 0 2 2 1 3 7 2 11 10 10 2 25 0 1 2 13 2 2 2 4 1 2 2 13 2 2 2 5 2 2 24 2 11 19 2 5 25 2 8 3 3 2 6 2 2 24 2 2 15 24 19 2 2 2 2 10 2 1 2 5 2 24 2 2 15 2 5 19 0 10 11 24 2 1 2 2 1 4 2 1 19 0 2 19 23 24 2 17 2 2 8 24 4 4 5 22 10 24 10
27,1.8136221923544398,0,0.0,27,............ 2 0 2 2 1 3 7 2 11 10 10 2 19 0 1 2 14 2 2 2 13 1 2 2 14 2 2 2 5 2 2 24 2 11 8 2 5 19 2 4 3 3 2 6 2 2 24 2 2 15 24 8 2 2 2 2 10 2 1 2 5 2 24 2 2 15 2 5 8 0 10 11 24 2 1 2 2 1 13 2 1 8 0 2 8 23 24 2 17 2 2 4 24 4 13 5 22 10 25 10
28,1.7850291122427202,0,0.0,28,............ 2 0 2 2 1 3 7 2 11 10 10 2 19 0 1 2 14 2 2 2 13 1 2 2 14 2 2 2 5 2 2 24 2 11 27 2 5 19 2 4 3 3 2 6 2 2 24 2 2 15 24 8 2 2 2 2 10 2 1 2 5 2 24 2 2 15 2 5 8 0 10 11 24 2 1 2 2 1 4 2 1 8 0 2 8 23 24 2 17 2 2 4 24 4 13 5 22 10 25 10
29,1.766495449942216,0,0.0,29,............ 2 0 2 2 1 3 7 2 11 10 10 2 19 0 1 2 20 2 2 2 14 1 2 2 20 2 2 2 5 2 2 24 2 11 4 2 5 8 2 13 3 3 2 6 2 2 25 2 2 28 24 27 2 2 2 2 10 2 1 2 5 2 24 2 2 28 2 5 27 0 10 11 24 2 1 2 2 1 13 2 1 27 0 2 27 15 24 2 23 2 2 13 24 13 14 5 17 10 25 10
30,1.7359503531121885,0,0.0,30,............ 2 0 2 2 1 3 7 2 11 10 10 2 19 0 1 2 20 2 2 2 14 1 2 2 20 2 2 2 5 2 2 24 2 11 4 2 5 8 2 13 3 3 2 6 2 2 25 2 2 28 24 27 2 2 2 2 10 2 1 2 5 2 24 2 2 28 2 5 27 0 10 11 24 2 1 2 2 1 13 2 1 27 0 2 27 15 24 2 23 2 2 13 24 13 14 5 17 10 25 29
31,1.771270894670092,0,0.0,31,............ 2 0 2 2 1 3 21 2 11 10 10 2 19 0 1 2 26 2 2 2 14 1 2 2 20 2 2 2 5 2 2 24 2 11 4 2 5 8 2 13 3 3 2 6 2 2 25 2 2 7 24 27 2 2 2 2 10 2 1 2 5 2 24 2 2 7 2 5 27 0 10 11 24 2 1 2 2 1 14 2 1 27 0 2 27 28 24 2 15 2 2 13 24 13 14 5 17 10 25 29
32,1.7553894926614921,0,0.0,32,............ 2 0 2 2 1 3 21 2 11 10 10 2 19 0 1 2 26 2 2 2 14 1 2 2 20 2 2 2 5 2 2 24 2 11 4 2 5 8 2 13 3 3 2 6 2 2 25 2 2 7 24 27 2 2 2 2 10 2 1 2 5 2 24 2 2 7 2 5 27 0 10 11 24 2 1 2 2 1 31 2 1 27 0 2 27 28 24 2 15 2 2 31 24 31 14 5 17 10 25 29
33,1.736114518119599,0,0.0,33,............ 2 0 2 2 1 3 21 2 11 10 10 2 19 0 1 2 22 2 2 2 14 1 2 2 26 2 2 2 5 2 2 24 2 11 4 2 5 8 2 13 3 3 2 6 2 2 25 2 2 7 24 27 2 2 2 2 10 2 1 2 5 2 24 2 2 7 2 5 27 0 10 11 24 2 1 2 2 1 14 2 1 27 0 2 27 28 24 2 15 2 2 31 24 14 20 5 32 10 25 29
34,1.7157610539517463,0,0.0,34,............ 2 0 2 2 1 3 30 2 11 10 10 2 19 0 1 2 22 2 2 2 20 1 2 2 22 2 2 2 5 2 2 24 2 11 4 2 5 8 2 13 3 3 2 6 2 2 25 2 2 21 24 27 2 2 2 2 10 2 1 2 5 2 24 2 2 21 2 5 27 0 10 11 24 2 1 2 2 1 14 2 1 27 0 2 27 7 24 2 28 2 2 31 24 14 20 5 23 10 25 29
35,1.6855448672410274,0,0.0,35,............ 2 0 2 2 1 3 30 2 11 10 10 2 19 0 1 2 22 2 2 2 20 1 2 2 22 2 2 2 5 2 2 34 2 11 4 2 5 8 2 13 3 3 2 6 2 2 25 2 2 21 34 27 2 2 2 2 10 2 1 2 5 2 34 2 2 21 2 5 27 0 10 11 34 2 1 2 2 1 14 2 1 27 0 2 27 7 34 2 28 2 2 31 34 14 20 5 23 10 25 29
36,1.6724456456126264,0,0.0,36,............ 2 0 2 2 1 3 30 2 11 10 10 2 19 0 1 2 22 2 2 2 20 1 2 2 22 2 2 2 5 2 2 34 2 11 4 2 5 8 2 13 3 3 2 6 2 2 25 2 2 21 34 27 2 2 2 2 10 2 1 2 5 2 34 2 2 21 2 5 27 0 10 11 34 2 1 2 2 1 14 2 1 35 0 2 35 7 34 2 28 2 2 31 34 14 20 5 23 10 25 29
37,1.6722731708697507,0,0.0,37,............ 2 0 2 2 1 3 30 2 11 10 10 2 19 0 1 2 22 2 2 2 20 1 2 2 22 2 2 2 5 2 2 34 2 11 4 2 5 8 2 13 3 3 2 6 2 2 25 2 2 21 34 36 2 2 2 2 10 2 1 2 5 2 34 2 2 21 2 5 36 0 10 11 34 2 1 2 2 1 14 2 1 35 0 2 35 7 34 2 28 2 2 31 34 14 20 5 23 10 25 29
38,1.6659489924067525,0,0.0,38,............ 2 0 2 2 1 3 30 2 11 10 10 2 19 0 1 2 22 2 2 2 20 1 2 2 22 2 2 2 5 2 2 34 2 11 4 2 5 8 2 13 3 3 2 6 2 2 25 2 2 21 34 36 2 2 2 2 10 2 1 2 5 2 34 2 2 21 2 5 36 0 10 11 34 2 1 2 2 1 14 2 1 35 0 2 35 7 34 2 28 2 2 31 34 14 20 5 23 10 25 29
39,1.6666346858615595,0,0.0,39,............ 2 0 2 2 1 3 30 2 11 10 10 2 19 0 1 2 17 2 2 2 26 1 2 2 17 2 2 2 5 2 2 34 2 11 4 2 5 8 2 13 3 3 2 6 2 2 25 2 2 21 34 36 2 2 2 2 10 2 1 2 5 2 34 2 2 21 2 5 36 0 10 11 34 2 1 2 2 1 14 2 1 35 0 2 35 7 34 2 28 2 2 31 34 14 26 5 23 10 25 29
40,1.6781759120498023,0,0.0,40,............ 2 0 2 2 1 3 39 2 11 10 10 2 19 0 1 2 32 2 2 2 26 1 2 2 17 2 2 2 5 2 2 34 2 11 4 2 5 8 2 13 3 3 2 6 2 2 25 2 2 30 34 36 2 2 2 2 10 2 1 2 5 2 34 2 2 30 2 5 36 0 10 11 34 2 1 2 2 1 14 2 1 35 0 2 35 21 34 2 7 2 2 31 34 14 26 5 15 10 25 29
41,1.6830688508298564,0,0.0,41,............ 2 0 2 2 1 3 33 2 11 10 10 2 19 0 1 2 32 2 2 2 26 1 2 2 17 2 2 2 5 2 2 34 2 11 4 2 5 8 2 13 3 3 2 6 2 2 25 2 2 39 34 36 2 2 2 2 10 2 1 2 5 2 34 2 2 39 2 5 36 0 10 11 34 2 1 2 2 1 14 2 1 35 0 2 35 30 34 2 21 2 2 31 34 14 26 5 28 10 25 29
42,1.6637781832726428,0,0.0,42,............ 2 0 2 2 1 3 33 2 11 10 10 2 19 0 1 2 32 2 2 2 26 1 2 2 17 2 2 2 5 2 2 34 2 11 35 2 5 8 2 13 3 3 2 6 2 2 25 2 2 39 34 41 2 2 2 2 10 2 1 2 5 2 34 2 2 39 2 5 41 0 10 11 34 2 1 2 2 1 14 2 1 41 0 2 41 30 34 2 21 2 2 31 34 14 26 5 28 10 25 29
43,1.6706183646594646,0,0.0,43,............ 2 0 2 2 1 3 18 2 11 10 10 2 19 0 1 2 32 2 2 2 26 1 2 2 17 2 2 2 5 2 2 34 2 11 35 2 5 8 2 13 3 3 2 6 2 2 25 2 2 33 34 41 2 2 2 2 10 2 1 2 5 2 34 2 2 33 2 5 41 0 10 11 34 2 1 2 2 1 14 2 1 41 0 2 41 39 34 2 30 2 2 31 34 14 26 5 7 10 25 29
44,1.659176929224599,0,0.0,44,............ 2 0 2 2 1 3 18 2 11 10 10 2 19 0 1 2 32 2 2 2 26 1 2 2 17 2 2 2 5 2 2 34 2 11 35 2 5 8 2 13 3 3 2 6 2 2 25 2 2 33 34 41 2 2 2 2 10 2 1 2 5 2 34 2 2 33 2 5 41 0 10 11 34 2 1 2 2 1 14 2 1 41 0 2 41 39 34 2 30 2 2 31 34 14 26 5 7 10 25 29
45,1.6875628940377514,0,0.0,45,............ 2 0 2 2 1 3 18 2 11 10 10 2 19 0 1 2 32 2 2 2 26 1 2 2 17 2 2 2 5 2 2 34 2 11 35 2 5 8 2 13 3 3 2 6 2 2 25 2 2 33 34 41 2 2 2 2 10 2 1 2 5 2 34 2 2 39 2 5 41 0 10 11 34 2 1 2 2 1 14 2 1 41 0 2 41 39 34 2 21 2 2 31 34 14 26 5 28 10 25 29
46,1.6797794624033577,0,0.0,46,............ 2 0 2 2 1 3 18 2 11 10 10 2 19 0 1 2 32 2 2 2 26 1 2 2 17 2 2 2 5 2 2 34 2 11 35 2 5 8 2 13 3 3 2 6 2 2 25 2 2 33 34 41 2 2 2 2 10 2 1 2 5 2 34 2 2 39 2 5 41 0 10 11 34 2 1 2 2 1 14 2 1 41 0 2 41 39 34 2 21 2 2 31 34 14 26 5 28 10 25 29
47,1.6583669929242322,0,0.0,47,............ 2 0 2 2 1 3 18 2 11 10 10 2 19 0 1 2 32 2 2 2 26 1 2 2 17 2 2 2 5 2 2 46 2 11 35 2 5 8 2 13 3 3 2 6 2 2 25 2 2 33 46 41 2 2 2 2 10 2 1 2 5 2 46 2 2 39 2 5 41 0 10 11 34 2 1 2 2 1 14 2 1 41 0 2 41 39 46 2 21 2 2 31 34 14 26 5 28 10 25 29
48,1.6466806104658238,0,0.0,48,............ 2 0 2 2 1 3 18 2 11 10 10 2 19 0 1 2 47 2 2 2 26 1 2 2 17 2 2 2 5 2 2 46 2 11 35 2 5 8 2 13 3 3 2 6 2 2 25 2 2 33 46 41 2 2 2 2 10 2 1 2 5 2 46 2 2 39 2 5 41 0 10 11 34 2 1 2 2 1 14 2 1 41 0 2 41 39 46 2 21 2 2 31 34 14 26 5 28 10 25 29
49,1.643264093908622,0,0.0,49,............ 2 0 2 2 1 3 48 2 11 10 10 2 19 0 1 2 47 2 2 2 26 1 2 2 17 2 2 2 5 2 2 46 2 11 35 2 5 8 2 13 3 3 2 6 2 2 25 2 2 18 46 41 2 2 2 2 10 2 1 2 5 2 46 2 2 33 2 5 41 0 10 11 34 2 1 2 2 1 14 2 1 41 0 2 41 33 46 2 30 2 2 31 34 14 26 5 7 10 25 29
50,1.6246469594499526,0,0.0,50,............ 2 0 2 2 1 3 48 2 11 10 10 2 19 0 1 2 47 2 2 2 26 1 2 2 17 2 2 2 5 2 2 46 2 11 35 2 5 8 2 13 3 3 2 6 2 2 49 2 2 18 46 41 2 2 2 2 10 2 1 2 5 2 46 2 2 33 2 5 41 0 10 11 34 2 1 2 2 1 14 2 1 41 0 2 41 33 46 2 30 2 2 31 34 14 26 5 7 10 25 29
51,1.612630850378883,0,0.0,51,............ 2 0 2 2 1 3 48 2 11 10 10 2 19 0 1 2 47 2 2 2 26 1 2 2 17 2 2 2 5 2 2 46 2 11 35 2 5 8 2 13 3 3 2 6 2 2 49 2 2 18 46 41 2 2 2 2 10 2 1 2 5 2 46 2 2 33 2 5 41 0 10 11 34 2 1 2 2 1 14 2 1 41 0 2 41 33 46 2 30 2 2 31 34 14 26 5 7 10 25 29
52,1.6104876154528278,0,0.0,52,............ 2 0 2 2 1 3 48 2 11 10 10 2 19 0 1 2 47 2 2 2 26 1 2 2 17 2 2 2 5 2 2 46 2 11 51 2 5 8 2 13 3 3 2 6 2 2 49 2 2 18 46 41 2 2 2 2 10 2 1 2 5 2 46 2 2 33 2 5 41 0 10 11 34 2 1 2 2 1 14 2 1 41 0 2 35 33 46 2 30 2 2 31 34 14 26 5 7 10 25 29
53,1.6068118982400306,0,0.0,53,............ 2 0 2 2 1 3 48 2 11 10 10 2 19 0 1 2 47 2 2 2 26 1 2 2 17 2 2 2 5 2 2 46 2 11 51 2 5 8 2 13 3 3 2 6 2 2 49 2 2 52 46 41 2 2 2 2 10 2 1 2 5 2 46 2 2 18 2 5 41 0 10 11 34 2 1 2 2 1 14 2 1 41 0 2 35 18 46 2 39 2 2 31 34 14 26 5 21 10 25 29
54,1.627414888187489,0,0.0,54,............ 2 0 2 2 1 3 16 2 11 10 10 2 19 0 1 2 47 2 2 2 26 1 2 2 17 2 2 2 5 2 2 46 2 11 51 2 5 8 2 13 3 3 2 6 2 2 49 2 2 48 46 41 2 2 2 2 10 2 1 2 5 2 46 2 2 52 2 5 41 0 10 11 34 2 1 2 2 1 14 2 1 41 0 2 35 52 46 2 33 2 2 31 34 14 26 5 21 10 25 29
55,1.6482189566833927,1,0.01818181818181818,54,............ 2 0 2 2 1 3 16 2 11 10 10 2 19 0 1 2 47 2 2 2 26 1 2 2 17 2 2 2 5 2 2 46 2 11 51 2 5 8 2 13 3 3 2 6 2 2 49 2 2 48 46 41 2 2 2 2 10 2 1 2 5 2 46 2 2 52 2 5 41 0 10 11 34 2 1 2 2 1 14 2 1 41 0 2 35 52 46 2 33 2 2 31 34 14 26 5 21 10 25 29
56,1.6683443478929083,1,0.017857142857142856,55,............ 2 0 2 2 1 3 16 2 11 10 10 2 19 0 1 2 47 2 2 2 26 1 2 2 17 2 2 2 5 2 2 46 2 11 51 2 5 8 2 13 3 3 2 6 2 2 49 2 2 48 46 41 2 2 2 2 10 2 1 2 5 2 46 2 2 52 2 5 41 0 10 11 34 2 1 2 2 1 14 2 1 41 0 2 35 52 46 2 33 2 2 31 34 14 26 5 21 10 25 29
57,1.653693226867529,1,0.017543859649122806,56,............ 2 0 2 2 1 3 16 2 11 56 56 2 19 0 1 2 47 2 2 2 26 1 2 2 17 2 2 2 5 2 2 46 2 11 51 2 5 8 2 13 3 3 2 6 2 2 49 2 2 48 46 41 2 2 2 2 10 2 1 2 5 2 46 2 2 52 2 5 41 0 10 11 34 2 1 2 2 1 14 2 1 41 0 2 35 52 46 2 33 2 2 31 34 14 26 5 21 10 25 29
58,1.661619508166539,1,0.017241379310344827,57,............ 2 0 2 2 1 3 16 2 11 56 56 2 19 0 1 2 47 2 2 2 26 1 2 2 17 2 2 2 5 2 2 46 2 11 51 2 5 8 2 13 3 3 2 6 2 2 49 2 2 48 46 41 2 2 2 2 10 2 1 2 5 2 46 2 2 52 2 5 41 0 10 11 34 2 1 2 2 1 14 2 1 41 0 2 35 52 46 2 33 2 2 31 34 14 26 5 21 10 25 29
59,1.6167250127591881,1,0.01694915254237288,58,............ 2 0 2 2 1 3 16 2 11 56 56 2 19 0 1 2 47 2 2 2 58 1 2 2 17 2 2 2 5 2 2 46 2 11 51 2 5 8 2 13 3 3 2 6 2 2 49 2 2 48 46 41 2 2 2 2 10 2 1 2 5 2 46 2 2 52 2 5 41 0 10 11 34 2 1 2 2 1 14 2 1 41 0 2 35 52 46 2 33 2 2 31 34 14 58 5 21 10 25 29
60,1.623595733446006,1,0.016666666666666666,59,............ 2 0 2 2 1 3 16 2 11 56 56 2 19 0 1 2 47 2 2 2 58 1 2 2 17 2 2 2 5 2 2 46 2 11 51 2 5 8 2 13 3 3 2 6 2 2 49 2 2 48 46 41 2 2 2 2 10 2 1 2 5 2 46 2 2 52 2 5 41 0 10 11 34 2 1 2 2 1 14 2 1 41 0 2 35 52 46 2 33 2 2 31 34 14 58 5 21 10 25 29
61,1.6175620377016502,1,0.01639344262295082,60,............ 2 0 2 2 1 3 16 2 11 56 56 2 19 0 1 2 47 2 2 2 58 1 2 2 17 2 2 2 5 2 2 46 2 11 51 2 5 8 2 13 3 3 2 6 2 2 49 2 2 48 46 41 2 2 2 2 10 2 1 2 5 2 46 2 2 52 2 5 41 0 10 11 34 2 1 2 2 1 14 2 1 41 0 2 35 52 46 2 33 2 2 31 34 14 58 5 21 10 25 29
62,1.616093175877714,1,0.016129032258064516,61,............ 2 0 2 2 1 3 16 2 11 56 56 2 19 0 1 2 47 2 2 2 58 1 2 2 17 2 2 2 5 2 2 46 2 11 51 2 5 8 2 13 3 3 2 6 2 2 49 2 2 48 46 41 2 2 2 2 10 2 1 2 5 2 46 2 2 52 2 5 41 0 10 11 34 2 1 2 2 1 14 2 1 41 0 2 35 52 46 2 33 2 2 31 34 14 58 5 21 10 25 29
63,1.5832214560857647,1,0.015873015873015872,62,............ 2 0 2 2 1 3 16 2 11 56 56 2 19 0 1 2 47 2 2 2 58 1 2 2 17 2 2 2 5 2 2 46 2 11 62 2 5 8 2 13 3 3 2 6 2 2 49 2 2 48 46 41 2 2 2 2 10 2 1 2 5 2 46 2 2 52 2 5 41 0 10 11 34 2 1 2 2 1 14 2 1 41 0 2 35 52 46 2 33 2 2 31 34 14 58 5 21 10 25 29
