NumberOfGroups, Error, EmptyGroups, EmptyPercentage, NonEmptyGroups, group
2,1.908184904177698,0,0.0,2,............ 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 0 1 1 1
3,3.039982623096962,0,0.0,3,............ 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 0 1 1 1
4,3.271939570177574,0,0.0,4,............ 1 1 0 0 1 1 3 1 1 1 1 1 0 1 1 1 0 1 1 1 0 1 1 1 0 1 1 1 1 1 0 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 3 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 3 1 1 0 1 1 1 1 1 1 1 0 1 0 1 1 0 1 1 0 3 1 1 3 1 1 0 1 0 0 1 3 1 0 1
5,3.5075019248154,0,0.0,5,............ 1 1 0 0 1 1 4 1 1 1 1 1 0 0 1 1 3 1 1 1 3 1 1 0 3 0 1 1 1 1 3 0 1 1 0 1 1 0 1 0 1 0 0 1 1 1 0 1 1 4 0 0 1 1 1 1 1 1 1 0 1 1 0 1 1 4 1 1 0 1 0 1 0 0 1 1 0 1 3 1 1 0 1 1 0 4 0 1 3 1 1 0 0 0 0 1 3 1 0 0
6,1.838115930029197,0,0.0,6,............ 1 5 5 5 1 5 4 1 5 5 5 1 5 5 1 1 0 1 1 1 0 1 5 5 0 5 1 5 1 1 0 5 5 5 5 5 1 5 1 0 1 5 5 5 5 1 5 1 1 3 5 5 5 1 5 1 5 1 1 0 1 1 5 1 1 3 1 5 5 5 5 5 5 5 1 1 5 1 0 1 1 0 1 1 0 3 5 1 3 1 1 0 5 0 0 1 3 5 5 5
7,1.8204192651948825,0,0.0,7,............ 1 5 0 0 1 5 4 1 5 5 5 5 0 0 1 1 3 1 5 1 3 1 5 0 3 5 1 5 1 1 3 5 5 5 0 5 1 0 5 0 5 5 5 5 5 1 0 1 5 6 5 0 5 5 5 1 5 1 1 0 1 1 5 1 1 6 5 5 0 5 5 5 5 0 1 5 0 1 3 1 1 0 5 1 0 6 0 1 6 1 1 0 5 0 0 1 3 5 0 5
8,1.6370416565767039,0,0.0,8,............ 1 0 3 3 1 0 2 1 0 0 0 5 3 3 1 1 6 1 5 1 6 5 0 3 6 0 1 0 5 1 6 0 0 0 3 0 5 3 5 3 5 0 0 0 0 1 3 1 5 4 0 3 0 5 0 5 0 1 1 3 5 1 0 1 1 4 5 0 3 0 0 0 0 3 5 5 3 1 6 1 1 3 5 1 3 4 3 1 4 5 5 3 0 3 3 5 6 0 3 0
9,1.8705004843685902,0,0.0,9,............ 1 0 3 3 1 0 4 1 0 0 0 0 3 3 1 1 6 1 0 1 6 5 0 3 6 3 1 0 5 1 6 3 0 0 3 0 5 3 0 6 0 3 3 0 0 1 3 1 0 4 3 3 0 0 0 5 0 1 1 6 5 1 3 1 1 4 0 0 3 0 3 0 3 3 5 0 3 1 6 1 1 6 0 1 6 4 3 1 8 5 5 6 3 6 6 5 8 0 3 3
10,1.74889262666859,0,0.0,10,............ 1 3 6 6 1 3 4 1 3 3 3 0 6 6 1 1 9 1 0 1 9 5 3 6 9 6 1 3 5 1 9 6 3 3 6 3 5 6 0 9 0 6 6 3 3 1 6 1 0 4 3 6 3 0 3 5 3 1 1 9 5 1 6 1 1 4 0 3 6 3 3 3 3 6 5 0 6 1 9 1 1 9 0 1 9 4 6 1 8 5 5 6 3 9 9 5 8 3 6 6
11,1.7655645165722385,0,0.0,11,............ 1 3 6 6 1 3 4 1 3 3 3 0 6 6 1 1 9 1 0 1 9 5 3 6 9 6 1 3 5 1 9 6 3 3 10 3 5 6 0 10 0 6 6 3 3 1 6 1 0 4 6 6 3 0 3 5 3 1 1 10 5 1 6 1 1 8 0 3 6 3 6 3 6 6 5 0 10 1 9 1 1 10 0 1 10 8 6 1 8 5 5 10 6 10 10 5 8 3 6 6
12,1.6778184753973477,0,0.0,12,............ 1 3 6 6 1 3 4 1 11 11 11 0 6 6 1 1 9 1 0 1 10 5 11 6 10 6 1 3 5 1 10 6 3 11 6 11 5 6 0 10 0 6 6 3 11 1 6 1 0 4 11 6 11 0 3 5 3 1 1 10 5 1 6 1 1 8 0 11 6 3 11 3 11 6 5 0 6 1 9 1 1 10 0 1 10 8 6 1 8 5 5 10 11 10 10 5 8 3 6 6
13,1.6042143747647457,0,0.0,13,............ 1 3 10 10 1 3 4 1 11 11 11 0 10 10 1 1 9 1 0 1 12 5 11 10 12 6 1 3 5 1 12 6 3 11 10 11 5 10 0 12 0 6 6 3 11 1 10 1 0 4 6 10 11 0 3 5 3 1 1 12 5 1 6 1 1 8 0 11 10 3 6 3 6 10 5 0 10 1 9 1 1 12 0 1 12 8 10 1 8 5 5 12 6 12 12 5 8 3 10 6
14,1.554698495194829,0,0.0,14,............ 1 3 10 10 1 3 2 1 11 11 11 0 10 10 1 1 8 1 0 1 9 5 11 10 9 6 1 3 5 1 9 6 3 11 12 11 5 10 0 12 0 6 6 3 11 1 10 1 0 2 6 10 11 0 3 5 3 1 1 9 5 1 6 1 1 4 0 11 10 3 6 3 6 10 5 0 12 1 9 1 1 9 0 1 9 4 10 1 4 5 5 12 6 9 9 5 4 3 10 6
15,1.5473885112395735,0,0.0,15,............ 1 3 10 10 1 3 2 1 11 11 11 0 10 10 1 1 9 1 0 1 9 5 11 10 9 6 1 3 5 1 9 6 3 11 12 11 5 10 0 14 0 6 6 3 11 1 10 1 0 2 6 10 11 0 3 5 3 1 1 14 5 1 6 1 1 4 0 11 10 3 6 3 6 10 5 0 12 1 9 1 1 14 0 1 14 4 10 1 4 5 5 14 6 14 14 5 8 3 10 6
16,1.505803928212012,0,0.0,16,............ 1 3 10 10 1 3 15 1 11 11 11 0 10 10 1 1 8 1 0 1 8 5 11 10 8 6 1 3 5 1 8 6 3 11 12 11 5 10 0 9 0 6 6 3 11 1 10 1 0 15 6 10 11 0 3 5 3 1 1 9 5 1 6 1 1 2 0 11 10 3 6 3 6 10 5 0 12 1 8 1 1 9 0 1 9 2 10 1 2 5 5 14 6 9 9 5 4 3 10 6
17,1.4786892438723778,0,0.0,17,............ 1 3 10 10 1 3 7 1 11 11 11 0 10 10 1 1 4 1 0 1 4 5 11 10 4 6 1 3 5 1 4 6 3 11 12 11 5 10 0 8 0 6 6 3 11 1 10 1 0 7 6 10 11 0 3 5 3 1 1 8 5 1 6 1 1 15 0 11 10 3 6 3 6 10 5 0 12 1 4 1 1 8 0 1 8 15 10 1 15 5 5 9 6 8 8 5 2 3 10 6
18,1.4940181276749998,0,0.0,18,............ 1 3 10 10 1 3 17 1 11 11 11 0 10 10 1 1 2 1 0 1 4 5 11 10 4 6 1 3 5 1 4 6 3 11 12 11 5 10 0 8 0 6 6 3 11 1 10 1 0 7 6 10 11 0 3 5 3 1 1 8 5 1 6 1 1 7 0 11 10 3 6 3 6 10 5 0 12 1 4 1 1 8 0 1 8 7 10 1 15 5 5 9 6 8 8 5 15 3 10 6
19,1.431669374335219,0,0.0,19,............ 18 3 10 10 1 3 17 1 11 11 11 0 10 10 1 18 2 1 0 18 4 5 11 10 4 6 1 3 5 18 4 6 3 11 12 11 5 10 0 8 0 6 6 3 11 18 10 18 0 7 6 10 11 0 3 5 3 1 1 8 5 18 6 18 18 7 0 11 10 3 6 3 6 10 5 0 12 1 4 1 1 8 0 18 8 7 10 18 15 5 5 9 6 8 8 5 15 3 10 6
